"","V1","V2","V3"
"420","Psma3","Psmb7",4.18850312660334
"421","Atp5l","Ndufb3",4.1877202129881
"422","Atp5k","Ndufa12",4.1855769420099
"423","Cdc27","Anapc10",4.18553368115931
"424","Cox6c","Cox7a2",4.1845512543207
"425","Ngfr","Sorcs2",4.18448840674955
"426","Psmd3","Psmc6",4.18434780437451
"427","Irf9","Stat2",4.18148462739259
"428","Nup98","Nup37",4.18029504486435
"429","Med16","Med15",4.17792805287081
"430","Sdhb","Ndufv2",4.17734859097618
"431","Impdh1","Impdh2",4.17716163034515
"432","Brd2","Brd3",4.17648162127671
"433","Ndufa4","Atp5j2",4.17555065327383
"434","Ndufa12","Usmg5",4.17541537459965
"435","Hrc","Trdn",4.17440817397551
"436","Mrpl39","Mrpl9",4.17197132587239
"437","Ndufa9","Sdhb",4.17067759177417
"438","Ndufc2","Ndufv2",4.17014027443656
"439","Epn1","Ehd2",4.16924350197837
"440","Myh7","Tnni3",4.16923523102719
"441","Uqcr11","Uqcrb",4.16844496136719
"442","Ndufa5","2010107E04Rik",4.16841357576368
"443","Dld","Ndufa9",4.16823491182413
"444","Bach2","Mafk",4.16774547856198
"445","Actn2","Ttn",4.16753111556545
"446","Bach1","Mafg",4.16650146760117
"447","Atp5g1","Ndufb7",4.16623041154753
"448","Cox6b1","Cox6a1",4.16395631411706
"449","Nploc4","Vcp",4.16289273601092
"450","Pot1a","Tpp1",4.16165140670228
"451","Brd1","Brpf3",4.16144066081301
"452","Psma4","Psmb3",4.16126278128536
"453","Ndufb2","Ndufa5",4.16062083103725
"454","Cox6b1","Sdhb",4.15996325280867
"455","Psmd4","Psmd11",4.15988333266046
"456","Tgfbr2","Tgfbr3",4.15976100167836
"457","Cox6b1","Ndufa5",4.15974275765871
"458","Cacybp","S100b",4.1589984505365
"459","Minos1","Ndufb7",4.15892943967947
"460","Eno2","Pgk1",4.15742385929912
"461","Ttn","Trdn",4.15728726326302
"462","Atp5j","Atp5h",4.15620753088774
"463","Psmd10","Psmd11",4.15404613019632
"464","Cox6b1","Atp5j",4.15385787128616
"465","Scn5a","Snta1",4.15198462639341
"466","Cycs","Atp5j2",4.15070920616927
"467","Ambra1","Dynll1",4.15007661712411
"468","Psmd3","Psma1",4.14972644768545
"469","Uqcr11","Ndufa6",4.14947826847902
"470","Atp5j","Minos1",4.14933581830996
"471","Dcp1b","Dcp1a",4.14801477791593
"472","Atp5k","Ndufa2",4.14697211761018
"473","Brd1","Brpf1",4.14586851918671
"474","Lims1","Tmsb4x",4.14558150218045
"475","Ndufb6","Uqcrc2",4.14430582957993
"476","Ndufb3","Ndufa5",4.14273226776413
"477","Socs3","Map1s",4.14260842373756
"478","Ndufc1","Ndufa6",4.14257389037471
"479","Atg5","Wdfy3",4.14202069530779
"480","Anxa2","S100a10",4.14073360608427
"481","Pls3","Atxn2",4.14034916673472
"482","Ndufc1","Ndufa13",4.14034881978159
"483","Brpf3","Brpf1",4.13841704022025
"484","Atp5k","Uqcrh",4.13746253470026
"485","Sec23a","Sec24b",4.136728716069
"486","Fgfr1","Nostrin",4.13603938662663
"487","Klc1","Clstn1",4.13382127045656
"488","Ndufb5","Ndufb2",4.13175277032974
"489","Ndufa4","Uqcrh",4.13128064659304
"490","Cul7","Cul9",4.13062077352083
"491","Map1b","Gan",4.13054376870082
"492","Atf7ip","Gtf2f1",4.13015521095554
"493","Usmg5","Ndufc2",4.1300263010412
"494","Atp5j","Uqcr11",4.12964603193791
"495","Tecr","Hsd17b12",4.12630480773305
"496","Klf10","Smad9",4.12625359324807
"497","Atf6","Crtc2",4.12585097936358
"498","Snrpd1","Snrpd3",4.12426763422332
"499","Eif4e","Eif3b",4.12322128211554
