"","Source","Target","Score"
"204","Itpr1","Homer1",3.67298433336327
"205","Itpr1","Ube4b",3.67169633544086
"206","Arhgef1","Arhgef12",3.66915824838611
"207","Inppl1","Itsn1",3.66654371674963
"208","Mdm2","Mdm4",3.66450639535174
"209","Hspa5","Grpel1",3.6623181403761
"210","Gnai1","Gnai3",3.66190789043162
"211","Inpp5d","Sec23a",3.65171236150263
"212","Stat3","Zfp467",3.64453745448304
"213","Vdac2","Bcap31",3.64191696614307
"214","Plcg1","Sos1",3.6404142761362
"215","Vdac1","Bcap31",3.6374793505081
"216","Prkcg","Dact1",3.63746442976549
"217","Arf6","Mapk8ip3",3.63515526435299
"218","Polr3a","Mrpl3",3.62978260461864
"219","Hsp90b1","Uqcrc2",3.62949026809133
"220","Cfb","Cfp",3.62642404255689
"221","Hspa8","Dnajc10",3.62616368929571
"222","Pik3cd","Pik3r1",3.6193051618086
"223","Ikbkb","Rbck1",3.6155872446202
"224","Hras","Pik3cd",3.6108855547368
"225","Gbp7","Gbp8",3.60632488640113
"226","Actn1","Tpm3",3.59994795359262
"227","Naip2","Naip6",3.59907500471741
"228","Polr3a","Mrpl2",3.59626176300981
"229","Cblb","Psmd6",3.5943391899948
"230","Inpp5d","Tjp2",3.59035394488319
"231","Tap1","Tap2",3.58952624090375
"232","Mdm2","Nbn",3.58058780773354
"233","Cdc42","Pafah1b1",3.57472405476551
"234","Calm3","Tcp1",3.57471836939976
"235","Calm1","Tcp1",3.57471836939976
"236","Calm2","Tcp1",3.57471836939976
"237","Ctnnb1","Tcf7l2",3.5715822738016
"238","Rap1a","Rap1b",3.56866280139388
"239","Ppp1ca","Tsc1",3.56726911182272
"240","Ppp1ca","Atr",3.56726911182272
"241","Bcl10","Tlr4",3.56533834298148
"242","Ctnnb1","Tcf7l1",3.56422349275226
"243","Notch2","Notch4",3.56401906521432
"244","Nfatc1","Cblb",3.55266911454692
"245","Cblb","Psmd1",3.55266911454692
"246","Ctnnb1","Lef1",3.55067160211274
"247","Csf2ra","Csf2rb",3.54881859004945
"248","Map3k1","Mapk8ip3",3.54815900484255
"249","Polr3a","Rpl8",3.54781985062141
"250","Mapk14","Copb1",3.54215075052389
"251","Arhgef1","Arhgef11",3.54135578399041
"252","Ikbkb","Gtf2e2",3.53873713744883
"253","Plcg1","Mapk3",3.5387013715997
"254","Mcu","Micu1",3.53500835114414
"255","Ctnnb1","Usp9x",3.5343304788139
"256","Nfkb1","Pik3r2",3.53190941364005
"257","Ywhae","Lrch3",3.5309694731136
"258","Ywhae","Dock8",3.5309694731136
"259","Ywhae","R3hdm2",3.5309694731136
"260","Ywhae","Klc4",3.5309694731136
"261","Ywhae","Msantd4",3.5309694731136
"262","Gbp7","Gbp9",3.53059189554824
"263","Stat3","Pcbp1",3.53029665875852
"264","Stat3","Hax1",3.53029665875852
"265","Map3k1","Ube2n",3.52643797997075
"266","Naip2","Naip5",3.5184821010937
"267","Gucy1a2","Gucy1a3",3.51385606244094
"268","Mdm2","Foxo3",3.51246103906215
"269","Cdh5","Kdr",3.51114421784155
"270","Plcg1","Ranbp2",3.50608186645695
"271","Ikbkb","Rnf31",3.50492752200103
"272","Rxra","Nr1h2",3.50436914393708
"273","Cxcr4","Cd164",3.5033205603695
"274","Pik3r1","Tek",3.5031603148359
"275","Bcar1","Crk",3.50191993575095
"276","Bcar1","Stat2",3.49836429852598
"277","Hras","Hspd1",3.49082826797871
"278","Notch1","Notch4",3.4905784543098
"279","Ddx58","Parp14",3.48681892988498
"280","Stat3","Huwe1",3.48495735479378
"281","Itpr1","Mrvi1",3.48267019616401
"282","Nck1","Cblb",3.47688953510919
"283","Hsp90aa1","Krt8",3.47621477736857
"284","Tgfb1","Itgb8",3.47197107316993
"285","Casp3","Casp6",3.46154621975256
"286","Hif1a","Sumo1",3.45275323318606
"287","Gnai1","Gnal",3.44092012103306
"288","Smad2","Pknox1",3.43943998683221
"289","Nfatc1","Ep300",3.43562887751136
"290","Bcar1","Nphp1",3.42889303351922
"291","Ctnnb1","Mllt10",3.42811920099643
"292","Stim1","Saraf",3.42743323291211
"293","Mdm2","Arrb2",3.42309174558977
"294","Ikbkb","Irf7",3.41803835575934
"295","Vdac1","Uqcrb",3.41248035033709
"296","Stat2","Stat3",3.41071734649518
"297","Notch1","Notch3",3.40869039512813
"298","Vdac1","Atp5d",3.40792438735707
"299","Mdm2","Sumo3",3.40604049259127
"300","Crk","Plec",3.40597136202996
"301","Zbp1","Dhx58",3.40561708634391
"302","Gnai3","Gnal",3.40391885356803
"303","Ctnnb1","Cdh5",3.39174484646787
"304","Ppp1r12a","Ppp1r12b",3.39102791971595
"305","Cdc42","Vamp2",3.38882663075037
"306","Hspa4","Ywhae",3.38702389306059
"307","Pxn","Lims2",3.38135410665086
"308","Crk","Ywhaq",3.37628998759419
"309","Pxn","Lpp",3.37059802281942
"310","Txn2","Lap3",3.35893324291351
