"","V1","V2","V3"
"193","Rpl6","Rps24",4.33171702407708
"194","Copb2","Copb1",4.3304459844453
"195","Psmb1","Psma5",4.32962987461178
"196","Psma1","Psma5",4.32856993685846
"197","Rplp0","Rpl6",4.32765388272151
"198","Cyth2","Grasp",4.32631680724171
"199","Actr1a","Dctn4",4.32497695626489
"200","Cops3","Cops4",4.32469778468885
"201","Psmc3","Psmd2",4.32410448341489
"202","Ckm","Ttn",4.32043595928576
"203","Cct7","Cct8",4.31964080195826
"204","Exoc4","Exoc3",4.3187065256227
"205","Med20","Med30",4.31840648084085
"206","Eif3l","Eif3m",4.31826017428057
"207","Eef1a1","Rps5",4.31381789961733
"208","Psmc1","Psmc3",4.31363257881003
"209","Atp2a2","Pln",4.3107861489957
"210","Rpl7","Rpl4",4.30995257090831
"211","Hgs","Stam2",4.30986287342466
"212","Eif3a","Eif3l",4.30878312083132
"213","Psmc1","Psmc4",4.30700747739002
"214","Cpsf2","Sympk",4.30491149892464
"215","Atp6v1b2","Atp6v1e1",4.30384239380442
"216","Med28","Med30",4.30359424726726
"217","Mta1","Mta3",4.30233535864181
"218","Copa","Copb1",4.29784183284528
"219","Rps14","Rpl15",4.29776342617197
"220","Ranbp9","Maea",4.29717950026975
"221","Nrp1","Plxnd1",4.2969931951659
"222","Ldb1","Ssbp3",4.29699067035335
"223","Prps2","Prpsap1",4.29678600819625
"224","Rps24","Rpl27a",4.29634579771277
"225","Psmb1","Psmb7",4.29442752191812
"226","Atp5c1","Ndufa9",4.29299021588599
"227","Cct4","Tcp1",4.28974228276024
"228","Met","Muc20",4.28970244080438
"229","Psma2","Psma7",4.2895579756273
"230","Rplp0","Eef1a1",4.28731399034928
"231","Atp5c1","Ndufs8",4.28690294096168
"232","Rpl10a","Rps3",4.28657066026562
"233","Psmc1","Psmc6",4.28620231829882
"234","Psmb7","Psma1",4.28606714979378
"235","Rpl6","Rps3",4.28576826465678
"236","Ndufs1","Ndufa9",4.28508248091725
"237","B2m","Tap1",4.28465139155423
"238","Eps15","Eps15l1",4.28392504077647
"239","Cdc27","Fzr1",4.28381454768146
"240","Pcgf2","Phc2",4.28280760125358
"241","Cyp51","Msmo1",4.28275099184611
"242","Mta3","Gatad2a",4.28165373929141
"243","Exoc3","Exoc2",4.28117512679501
"244","Paf1","Wdr61",4.2810904182902
"245","Cyth3","Grasp",4.28075912842701
"246","Limk1","Limk2",4.28050787261418
"247","Psma4","Psma7",4.28005804260715
"248","Rab8a","Sytl4",4.27700991425877
"249","Crocc","Klc3",4.27698655850577
"250","Psma1","Psma7",4.2762115106882
"251","Psmc1","Psmd6",4.27606302304775
"252","Eif3f","Eif3m",4.27578377736654
"253","Psmc3","Psmd6",4.27518673690702
"254","Smarcd1","Arid1a",4.27405219836874
"255","Dync1i2","Dync1li2",4.27186019653504
"256","Rplp0","Rpl27a",4.27179270574038
"257","Eif3l","Eif3k",4.27177059184214
"258","Erbb2","Erbb3",4.27163555043762
"259","Mta3","Gatad2b",4.27093196717919
"260","Psma2","Psmb7",4.2697703163974
"261","Rpl7","Rps3",4.26930765024099
"262","Eif3l","Eif3f",4.26851971116457
"263","Cldn1","Tjp3",4.2684054643114
"264","Eif3l","Eif3c",4.26792058638489
"265","Trim25","Ddx58",4.26777856909939
"266","Arcn1","Copb1",4.26759211098783
"267","Rpl7","Rpl37",4.26488275930819
"268","Psmc1","Psmd5",4.26477593354662
"269","Eif3c","Eif3m",4.26442936584795
"270","Eif3f","Eif3k",4.26439320226814
"271","Atn1","Rere",4.26283254535224
"272","Bub3","Dynlt3",4.26180539568168
"273","Psmd6","Psmd1",4.26116702815557
"274","S100a1","S100a4",4.26101519112217
"275","Psmd3","Psmd1",4.26098201917603
"276","Rpl31","Rps14",4.26078280666252
"277","Eif3c","Eif3k",4.25995288485774
"278","Eif3c","Eif3f",4.25971902776632
"279","Rpl31","Rplp0",4.25837324202075
"280","Eif3a","Eif3f",4.2571277078282
"281","Gatad2b","Mta2",4.25327942861486
"282","Asap1","Reps2",4.25155658590256
"283","Psmd2","Psmc6",4.25124054270668
"284","Eif3a","Eif3k",4.25086782981316
"285","Psmd2","Psmd6",4.25062607675318
"286","Fosb","Junb",4.24956117581678
"287","Eif2s1","Eif2s2",4.24905217474429
"288","Hspa5","Hsp90b1",4.24892330081866
"289","Psma1","Psmd6",4.24830338263428
"290","Exoc6","Exoc2",4.24780324127096
"291","Psmb1","Psma1",4.2476794120314
"292","Sf3a2","Sf3a1",4.24730650520519
"293","Cd81","Igsf8",4.24587987441237
"294","Rad50","Nbn",4.24558750976053
"295","Cops2","Cops4",4.24487205076821
"296","Rcor3","Kdm1a",4.24482056034321
"297","Atp6v1e1","Atp6v1d",4.24420837786442
"298","Nono","Sfpq",4.24283667570035
"299","Cops2","Cops5",4.24222920299439
"300","Actl6a","Smarcd1",4.24074040676237
"301","Bmpr1a","Smad6",4.24069723034199
"302","Psmc3","Psmd1",4.23980147350994
"303","Sympk","Cpsf1",4.23942578975425
"304","Plrg1","Cdc5l",4.23858161117028
"305","Eif2s3x","Eif2s2",4.23849863677128
"306","Rpl26","Rpl15",4.237632750373
"307","Gtf2e2","Gtf2e1",4.23682008658056
"308","Atp6v1f","Atp6v1d",4.23552234889576
"309","Psmb1","Psma7",4.23549510874909
"310","Rpl31","Rpl4",4.23544794310533
"311","Rpl10a","Rpl26",4.23534393308046
"312","Col5a2","Fstl1",4.23464185315356
"313","Psmc4","Psmc6",4.23335254816584
"314","Cpsf2","Fip1l1",4.233249151775
"315","Ppp1r10","Wdr82",4.23289845787076
"316","Psmb7","Psma4",4.23251702000994
"317","Cpsf2","Cpsf1",4.23239691598587
"318","Elmo1","Dock1",4.23172488042178
"319","Psmd2","Psmc4",4.23150977186765
"320","Psmc4","Psmd6",4.23140086434955
"321","Psmc1","Psmd1",4.23081728104535
"322","Psma5","Psma7",4.23032429489967
"323","Psmb7","Pomp",4.22902609120797
"324","Cog4","Cog6",4.22877058489348
"325","Psma4","Pomp",4.228574829227
"326","Eif2s1","Eif2s3x",4.22801511877856
"327","Rpl3l","Rpl4",4.22719019360898
"328","Snx2","Snx6",4.22695262719026
"329","Ddx1","Rtcb",4.22415232193953
"330","Nedd9","Sh2d3c",4.22339710525762
"331","Ltbp3","Tgfb1",4.22327354910817
"332","Psma5","Pomp",4.2223864484065
"333","Hspa8","Dnajb4",4.22198737389431
"334","Cops2","Cops3",4.2205784967723
"335","Suclg1","Ndufa9",4.21967083896152
"336","Safb2","Safb",4.2195817681868
"337","Nfkb2","Relb",4.21860012516663
"338","Psmb1","Pomp",4.21854008303944
"339","Psmd6","Psmc6",4.21835578267201
"340","Atp5f1","Ndufa9",4.21813670934944
"341","Rxrb","Vdr",4.21812098937698
"342","Rplp0","Rps3",4.21594848220593
"343","Naa25","Naa20",4.21297937722852
"344","Psmb7","Psma5",4.2129594285766
"345","Cmya5","Dtnbp1",4.2106026892618
"346","Rpl26","Rpl7",4.21052025377935
"347","Psmd2","Psma1",4.20961461417687
"348","Casc3","Stau1",4.20884622013
"349","Rpl26","Rps24",4.20805079413958
"350","Ulk1","Sesn2",4.20707104497228
"351","Sept8","Sept7",4.20560326790019
"352","Plxnb2","Arhgef11",4.20551110023189
"353","Hspa5","Dnajc10",4.20521614078143
"354","Cops3","Cops5",4.20494067822574
"355","Sept10","Sept7",4.20472767950355
"356","Kat2a","Atxn7",4.20471138423022
"357","Psmc6","Psmd1",4.20393911662677
"358","Hspa8","Dnaja1",4.20166509918067
"359","Arhgef11","Plxnb1",4.20042325079726
"360","Cox6b1","Uqcrh",4.2002362634264
"361","Atp6v1a","Atp6v1b2",4.19804817330737
"362","Eef1a1","Eif5a2",4.19756823800572
"363","Hcfc1","Kmt2a",4.19419963653036
"364","Psmc4","Psmd1",4.19239354056822
"365","Rplp0","Rpl15",4.19072156341736
"366","Was","Arpc3",4.18741145556783
"367","Rps3","Rplp2",4.18642683790608
"368","Cdc27","Anapc10",4.18553368115931
"369","Cox6c","Cox7a2",4.1845512543207
"370","Psmd3","Psmc6",4.18434780437451
"371","Rpl31","Rpl37",4.18388223658485
"372","Psmb7","Psma7",4.18158270023582
"373","Col5a1","Col5a2",4.18146563211781
"374","Atp6v0a1","Atp6v1g2",4.1808732030936
"375","Lrp5","Mesdc2",4.17830845817275
"376","Med16","Med15",4.17792805287081
"377","Vps45","Vps18",4.17705503027469
"378","Acvrl1","Eng",4.17689773136158
"379","Brd2","Brd3",4.17648162127671
"380","Skp1a","Sugt1",4.17579504962987
"381","Rpl27a","Rpl4",4.17367306910683
"382","Eef1a1","Rpl7",4.1718252520493
"383","Rpl7","Rps27l",4.17118262565282
"384","Vasp","Apbb1ip",4.16932708643662
"385","Atp5c1","Uqcrb",4.16881843661804
"386","Dld","Ndufa9",4.16823491182413
"387","Bach2","Mafk",4.16774547856198
"388","Actn2","Ttn",4.16753111556545
"389","Rps5","Rpl15",4.16672281770548
"390","Ftsj3","Pes1",4.16599022924288
"391","Cct4","Cct5",4.16144255039126
"392","Brd1","Brpf3",4.16144066081301
"393","Cacybp","S100b",4.1589984505365
"394","Eps15","Agfg1",4.15723389319305
"395","Tesk1","Spry2",4.1566171379352
"396","Prdx1","Prdx2",4.15585788014027
"397","Psmb5","Psma5",4.1550117826082
"398","Psma4","Psmd6",4.15080773252953
"399","Psmd2","Psmd10",4.15068910409423
"400","Psmd3","Psma1",4.14972644768545
"401","Rrm2","Fzr1",4.14903899246792
"402","Nop58","Ftsj3",4.14836984633416
"403","Brd1","Brpf1",4.14586851918671
"404","Lims1","Tmsb4x",4.14558150218045
"405","Exoc6","Exoc3",4.14540061142588
"406","Socs3","Map1s",4.14260842373756
"407","Atg5","Wdfy3",4.14202069530779
"408","Ogdh","Dlat",4.14144970860843
"409","Anxa2","S100a10",4.14073360608427
"410","Pls3","Atxn2",4.14034916673472
"411","Rpl27a","Rps3",4.13912714480807
"412","Brpf3","Brpf1",4.13841704022025
"413","Nsa2","Pes1",4.1372729935938
"414","Sec23a","Sec24b",4.136728716069
"415","Fgfr1","Nostrin",4.13603938662663
"416","Tlr4","Cnpy4",4.13418341504689
"417","Araf","Rgs12",4.13318924653822
"418","Psmb5","Psmc3",4.13184080498763
"419","Ndufa4","Uqcrh",4.13128064659304
"420","Atp2a1","Tnnc2",4.13074558244307
"421","Cul7","Cul9",4.13062077352083
"422","Cstf2","Cstf2t",4.12979501978043
"423","Cdc37","Mapk7",4.12870707310253
"424","Rpl27a","Rpl3l",4.12579229381618
"425","Psma7","Psmd6",4.12576208437144
"426","Psma2","Psmd6",4.12570524045509
"427","S100a4","Metap2",4.12349053669868
"428","Ksr1","Map2k2",4.1230392405248
"429","Gbp4","Irf7",4.1222189959783
"430","Gja1","Gjc1",4.11971362152372
"431","Rpl22","Rplp2",4.11958610958709
"432","Psmc4","Psma7",4.11954667120062
"433","Psma5","Psmd6",4.11648838863448
"434","Nrp1","Plxna1",4.11633455814558
"435","Psmb1","Psmc4",4.1160046487314
"436","Lrp1","Synj2bp",4.1157555190473
"437","Psma2","Psmc3",4.11233522188354
"438","Rab3a","Sytl4",4.11224974417996
"439","Psma7","Psmd1",4.11158828561156
"440","Lrp2","Synj2bp",4.11125995669795
"441","Psma1","Psmd1",4.11078939874415
"442","Adipoq","Cfd",4.10889670352503
"443","Apex1","Mutyh",4.1051677075834
"444","Cct5","Tcp1",4.10465787104067
"445","Cav1","Txnrd1",4.10241947957638
"446","Fkbp4","Nr3c1",4.10222543996747
"447","Psma4","Psmb2",4.10193335784334
"448","Cacybp","S100a1",4.09995888216235
"449","Lrp2","Anapc10",4.09894572623898
"450","Psmc4","Psma1",4.09855572279753
"451","Psmc4","Psma4",4.09712591447283
"452","Eno3","Tpi1",4.09580199004336
"453","Rps24","Rpl15",4.09325969344945
"454","Sept10","Sept8",4.0926947962771
"455","Scarb2","Gba",4.09181823851213
"456","Psmc4","Psma5",4.09167962316201
"457","Cldn1","Tjp2",4.0906871601519
"458","Brd4","Brd3",4.08931632290705
"459","Psmd10","Psmd6",4.08898580698065
"460","Psmc3","Psma5",4.08851557477738
"461","Psmd10","Psmc6",4.08728208630009
"462","Psmc1","Psmd10",4.08722850817435
"463","Anxa1","Dysf",4.08690387278193
"464","Psma1","Psmc6",4.08672374159664
"465","Eno3","Ttn",4.08661538691899
"466","Commd1","Rela",4.08582817511183
"467","Dnaja1","Hspa1b",4.08493127236511
"468","Map2k2","Rgs12",4.08458817889186
"469","Psmc3","Psmd10",4.08449763787917
"470","Psmd3","Psma4",4.08431834946987
"471","Bcl7a","Smarcd1",4.08415533564585
"472","Bcl7a","Arid1a",4.08415533564585
"473","Arid1b","Bcl7a",4.08415513709792
"474","Mta1","Gatad2b",4.08415493854227
"475","Med12","Med13l",4.08415434283029
"476","Gatad2b","Gatad2a",4.0841507671264
"477","Gatad2a","Mta2",4.0841507671264
"478","Smarcc2","Bcl7a",4.08414301133939
"479","Aqr","Ppie",4.08414022439501
"480","Mta1","Gatad2a",4.08412666661525
"481","Cry1","Cry2",4.08356738376142
"482","Cpsf4","Sympk",4.08319076100429
"483","Psmd3","Psmd10",4.08151780393518
"484","Cdr2","Myc",4.08097645138264
"485","Snx1","Snx2",4.08049001135009
"486","Atp5c1","Dld",4.07908244136593
"487","Plrg1","Snw1",4.07831740249526
"488","Rps3","Rpl15",4.07778153680238
"489","Rplp0","Rps24",4.07712660200491
"490","Psmc1","Psma1",4.07685491618099
"491","Atp5f1","Ndufs8",4.07550707032078
"492","Dsp","Jup",4.07007569886377
"493","Pja2","Maged1",4.06984485417775
"494","Pja1","Maged1",4.06901024088438
"495","Psmb5","Psmb7",4.06875447798438
"496","Srgap1","Cdc42",4.06826693450193
"497","Axin2","Rnf111",4.06812705138486
"498","Stx1a","Stx1b",4.06756521006673
"499","Git1","Snx6",4.06727873074055
"500","Cct7","Tcp1",4.06718637418521
"501","Tal1","Brd1",4.0671470510938
"502","Rarg","Sorbs3",4.06663355304909
"503","Rpl15","Rpl4",4.06543161267382
"504","Cog4","Cog5",4.06434055634031
"505","Actn2","Ldb3",4.0640760726144
"506","Ccdc97","Sf3b6",4.0634771323073
"507","Eng","Itga5",4.06344267271788
"508","Tsc22d1","Tsc22d4",4.0633826747021
"509","Slit3","Robo4",4.0633826747021
"510","Gab1","Met",4.06261295960121
"511","Mrps28","Ptcd3",4.06260784217261
"512","Psmb5","Psma4",4.06219942361849
"513","Nop58","Ddx18",4.06024200003799
"514","Psmc3","Psma1",4.059278629853
"515","Brd2","Brd4",4.0583641051071
"516","Psmc1","Psma4",4.05830462672247
"517","Pkd1","Pkd2",4.05693932014401
"518","Brk1","Wasf2",4.05687087559568
"519","Bmpr1a","Smad7",4.05647188608509
"520","Jund","Men1",4.05471259643355
"521","Psma2","Psmb5",4.0544549992112
"522","Irf7","Nmi",4.05340643450063
"523","Capza1","Capza2",4.0531756623709
"524","Hspa1b","Dnajb4",4.05215943902567
"525","Asap1","Ptk2b",4.0516459747821
"526","Psmc3","Psma7",4.05164175607433
"527","Rps5","Rpl37",4.05093096325368
"528","Cyth2","Cyth3",4.0494277660016
"529","Pcna","Pold1",4.04918549094737
"530","Actl6a","Smarcc2",4.0486122151442
"531","Rpl3l","Rpl15",4.04745208996201
"532","Rpl7","Rpl3l",4.04737359183446
"533","Stk11","Mark4",4.04735140176786
"534","Pdgfrb","Slc9a3r2",4.04687434962261
"535","Sec23b","Sec24b",4.04557424394102
"536","Psmd2","Psma7",4.04308585413514
"537","Cops5","Cops4",4.04286606063283
"538","Kcnmb1","Trim63",4.04241765365714
"539","Limk1","Rnf6",4.04241765365714
"540","Rpl6","Rpl3l",4.04227172080709
"541","Rps4x","Eif5a2",4.04088061060838
"542","Eif4e","Cyfip1",4.03701254793032
"543","Polr1b","Polr2b",4.03604123403557
"544","Dvl3","Nkd1",4.03530260380808
"545","Ksr1","Arhgef2",4.03433708185548
"546","Rpl31","Rpl22",4.03242043264004
"547","Eif4e","Eif3f",4.03219620084019
"548","Ncor2","Hdac7",4.03209541455658
"549","Psmd2","Psma4",4.03035907381559
"550","E2f5","Arid1b",4.02949298745716
"551","Epn1","Flt4",4.0292685953716
"552","Eef1a2","Rpl15",4.02798385978303
"553","Rpl22","Rpl27a",4.02592900440686
"554","Rps24","Rps5",4.02539748171694
"555","Vdr","Tob2",4.02521856232602
"556","Znrf1","Tubb2a",4.02521856232602
"557","Mapre1","Srcin1",4.02521856232602
"558","Agtr1a","Agtrap",4.02521698076748
"559","Rfx1","Rfx2",4.02499838426684
"560","Rpl22","Rps14",4.02491347649379
"561","Psma2","Psmc4",4.02456153388539
"562","Atp2a1","Ttn",4.02422238537793
"563","Psmb5","Psma7",4.02376124662942
"564","Rpl31","Rpl26",4.02165073659057
"565","Psmb5","Psma1",4.02136138550873
"566","Cbfa2t3","Ldb1",4.021028683748
"567","Psma2","Psmc1",4.02045871832274
"568","Vamp2","Stx1b",4.01992952549767
"569","Kdm4a","Kdm4c",4.01684806458684
"570","Psmc3","Psma4",4.01666755758856
"571","Rpl22","Rps5",4.0152768643627
"572","Gli1","Sufu",4.01508837620213
"573","Rpl6","Rpl37",4.01480332278379
"574","Eif4e","Eif3l",4.01442340932635
"575","Ndufc2","Ndufa11",4.01437045185139
"576","Eif4e","Eif3i",4.01433391971818
"577","Ik","Smu1",4.01320373990666
"578","Tead1","Tead3",4.01126391231628
"579","Psmb1","Psmb5",4.01124871740103
"580","Anp32a","E4f1",4.01038333386805
"581","Vps37c","Dock1",4.01038333386805
"582","Npr1","Plxna1",4.01038333386805
"583","Card10","Lpar1",4.01038333386782
"584","Atp2a1","Ckm",4.0093065820638
"585","Stx12","Vps18",4.00846816575768
"586","Ndufs8","Ndufa9",4.00822116293079
"587","Rxra","Med25",4.00782383013802
"588","Rpl6","Rps27l",4.00635266475592
"589","Myc","Sirt6",4.0062147346016
"590","Nck1","Tnk2",4.00610198927279
"591","Gbp2","Gbp3",4.006092689453
"592","Capza1","Bag3",4.00559334391187
"593","Crebbp","Cited2",4.0054001159267
"594","Gtf3c1","Gtf3c3",4.00514420658624
"595","Eif3a","Eif4e",4.00414288286652
"596","Psmb5","Psmc4",4.00402506089017
"597","Sf3b4","Sf3b2",4.00299080491732
"598","Klhl9","Klhl13",4.00259887959714
"599","Atp5c1","Ndufa4",4.00244460765862
"600","Elmsan1","Dnttip1",4.00152268960801
"601","Gpaa1","Pigk",3.99913968335682
"602","Slc25a28","Slc25a37",3.99819173103219
"603","Vps18","Stx8",3.99740888300516
"604","Irf2bpl","Irf2bp2",3.99733200420019
"605","Pcbp2","Tarbp2",3.99720417579942
"606","Canx","Sgip1",3.99720417579942
"607","Runx3","Tbx21",3.99720043544949
